Unnamed: 0,acc.date,type,reg,operator,fat,location,dmg
0,2022-01-03,British Aerospace 4121 Jetstream 41,zs-nrj,SA Airlink,0.0,near Venetia Mine Airport,sub
1,2022-01-04,British Aerospace 3101 Jetstream 31,hr-ayy,LANHSA - Línea Aérea Nacional de Honduras S.A,0.0,Roatán-Juan Manuel Gálvez International Airport (RTB),sub
2,2022-01-05,Boeing 737-4H6,ep-cap,Caspian Airlines,0.0,Isfahan-Shahid Beheshti Airport (IFN),sub
3,2022-01-08,Tupolev Tu-204-100C,ra-64032,"Cainiao, opb Aviastar-TU",0.0,Hangzhou Xiaoshan International Airport (HGH),w/o
4,2022-01-12,Beechcraft 200 Super King Air,unknown,private,0.0,"Machakilha, Toledo District, Grahem Creek area",w/o
5,2022-01-16,Airbus A320-214 (WL),ja24mc,Star Flyer,0.0,near Okayama City,non
6,2022-01-19,Cessna 208B Grand Caravan EX,yv3033,Mahan Air,0.0,"near Vakilabad, Arzuiyeh",sub
7,2022-01-22,Airbus A320-232,n760jb,JetBlue Airways,0.0,"Hayden-Yampa Valley Airport, CO (HDN)",sub
8,2022-01-27,Bombardier CL-600-2B16 Challenger 604,2-slow,Volare Aviation,0.0,Heraklion-N. Kazantzakis Airport (HER/LGIR),sub
9,2022-01-31,Bombardier CL-600-2B16 Challenger 604,n999px,Lima Delta Co Trustee,0.0,London-Stansted Airport (STN),sub
10,2022-01-31,Beechcraft B300 King Air 350,c-geas,"Air Tindi, opf Royal Canadian Air Force - RCAF",0.0,"Thunder Bay Airport, ON (YQT)",sub
11,2022-02-02,Hawker 1000,n207k,Skyview LLC,0.0,"Islip-Long Island MacArthur Airport, NY (ISP)",sub
12,2022-02-05,Cessna 208B Grand Caravan,5h-taz,Care Aviation,0.0,New Fangak Airstrip,sub
13,2022-02-07,Embraer ERJ-190-100LR,oh-lkk,Finnair,0.0,København-Kastrup Airport (CPH),sub
14,2022-02-08,Antonov An-26,sp-402,South Sudanese Air Force,0.0,Agok Airstrip,sub
15,2022-02-11,Cessna 501 Citation I/SP,lv-juo,Aviajet SA,0.0,"Morón-Ituzaingo Airport, BA",sub
16,2022-02-11,Antonov An-2R,ra-33599,Kamchatsky Krechet,2.0,"1 km SW of Koryaki, Yelizovsky district, Kamchatka",w/o
17,2022-02-14,Let L-410UVP-E3,9s-gfa,Doren Air Congo,0.0,Bukavu-Kavumu Airport (BKY),w/o
18,2022-02-15,ATR 42-500,ja04jc,Japan Air Commuter,0.0,55 km NNW of Osaka Airport,non
19,2022-02-15,Britten-Norman BN-2A-9 Islander,n821rr,Air Flamenco,0.0,Culebra Airport (CPX),sub
20,2022-02-16,Swearingen SA226-AT Merlin IV,hk-5225,Colcharter,0.0,San Andres Island-Gustavo Rojas Pinilla Airport (ADZ),sub
21,2022-02-18,Embraer EMB-500 Phenom 100E,n68nh,Eclipse Transport LLC,0.0,"Detroit-Coleman A. Young International Airport, MI (DET)",sub
22,2022-02-21,de Havilland Canada DHC-3T Texas Turbine Otter,n413jp,Bald Mountain Air Services,0.0,"Umiat Airport, AK (UMT)",sub
23,2022-02-21,Raytheon Hawker 800XP,n99ap,Roper Aviation LLC,0.0,"Aspen-Pitkin County Airport, CO (ASE/KASE)",sub
24,2022-02-23,Cessna 208B Grand Caravan,5x-asd,Air Serv Limited,0.0,Bor Airport (HSBR),sub
25,2022-02-23,Antonov An-2,unknown,Taraz Zhana Alem,0.0,10 km S of Aralsk,w/o
26,2022-02-24,Antonov An-22A,ur-09307,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),sub
27,2022-02-24,Antonov An-26-100,ur-13395,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o
28,2022-02-24,Antonov An-74T,ur-74010,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o
29,2022-02-24,Cessna 208B Supervan 900,n10ja,GoJump Oceanside,0.0,"0,4 km NE of Oceanside Municipal Airport, CA (OCN/KOKB)",sub
30,2022-02-24,Antonov An-26,rf-36074,Russian Air Force,,"near Ostrogozhsk, Voronezh Region",w/o
31,2022-02-24,Antonov An-26,59 blue,Ukraine Air Force,5.0,ca 2 km N of Zhukivtsi,w/o
32,2022-02-26,Cessna 208B Grand Caravan,5h-mza,AB Aviation,14.0,"2,5 km NW off Mohéli-Bandar es Eslam Airport (NWA)",w/o
33,2022-02-27,Antonov An-124-100,ur-82009,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),sub
34,2022-02-27,Antonov An-225,ur-82060,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o
35,2022-02-28,Cessna 208B Grand Caravan,n108rf,Revolution Flight,0.0,"Campbellton, TX",sub
36,2022-02-28,Embraer ERJ 170-200 LR (ERJ-175LR),n402yx,"American Eagle, opb Republic Airlines",0.0,"Washington-Ronald Reagan National Airport, DC (DCA)",min
37,2022-02-28,Cessna 208B Grand Caravan EX,pk-fsw,Spirit Avia Sentosa,0.0,Bilogai/Sugapa Airport (ZGP),sub
38,2022-03-01,Shaanxi Y-8Q,unknown,China Naval Air Force - Unit 92967,11.0,"off Sanya, Hainan Province",w/o
39,2022-03-02,Embraer EMB-500 Phenom 100,lv-gqn,Flyzar,0.0,"Angra dos Reis Airport, RJ (SDAG)",sub
40,2022-03-03,Boeing 737-8AS (WL),ei-dhh,Ryanair,0.0,Ibiza Airport (LEIB),non
41,2022-03-05,Dornier 228-101,cg756,Indian Coast Guard,0.0,Kanpur Air Force Station (VICX),sub
42,2022-03-06,Beechcraft 200 Super King Air,n8170j,HLAF AETA LLC,0.0,"Gulfport-Biloxi International Airport, MS (GPT)",sub
43,2022-03-07,Cessna 525B CitationJet CJ3,n22au,Ozark Air Services,0.0,"Baltimore-Martin State Airport, MD (MTN)",sub
44,2022-03-08,Cessna 208 Caravan I,c-gipr,Bamaji Air,0.0,"17 km NNW of Sioux Lookout Airport, ON (YXL)",w/o
45,2022-03-09,Honda HA-420 HondaJet,n903jt,Jet It LLC,0.0,"Pittsburgh-Allegheny County Airport, PA (AGC)",sub
46,2022-03-12,Beechcraft 1900D,hp-1948bt,Bocas Air,0.0,Panama City Albrook-Marcos A. Gelabert International Airport (PAC),sub
47,2022-03-17,Cessna 208B Super Cargomaster,n78sa,Martinaire,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",min
48,2022-03-17,Cessna 208B Super Cargomaster,n9469b,Martinaire,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub
49,2022-03-21,Boeing 737-89P (WL),b-1791,China Eastern Airlines,132.0,"20 km SW of Wuzhou, Tengxian County",w/o
50,2022-03-26,Boeing 767-346ER,ja603j,Japan Airlines (JAL),0.0,90 km E of Nagoya,non
51,2022-03-30,Cessna 208 Caravan I,d-flic,"Skydive Costa d'Argento, lsf Gladwings",1.0,Säntis Mountain,w/o
52,2022-04-01,Embraer EMB-110P2 Bandeirante,tg-tan,TAG Airlines,0.0,Belize City-Philip S.W. Goldson International Airport (BZE),sub
53,2022-04-02,Learjet 75,n877w,Georgia Crown Distributing Co.,0.0,"Morristown Municipal Airport, NJ (MMU)",sub
54,2022-04-07,Boeing 757-27A (PCF),hp-2010dae,DHL Aero Expreso,0.0,San José-Juan Santamaria International Airport (SJO),w/o
55,2022-04-08,Aero Modifications AMI DC-3-65TP,hk-5016,ALIANSA Colombia,0.0,San Felipe Airport,sub
56,2022-04-11,Beechcraft A100 King Air,c-gyqk,Thunder Airlines,0.0,"Timmins Airport, ON (YTS)",sub
57,2022-04-13,Gulfstream American G-1159 Gulfstream II B,n511pk,private,0.0,within Venezuela,w/o
58,2022-04-13,Basler BT-67 Turbo 67,pnc0257,Servicio Aéreo de Policia,0.0,Villavicencio-La Vanguardia Airport (VVC),sub
59,2022-04-13,Cessna 208B Grand Caravan,n928jp,Gem Air,1.0,"0,7 km NE of Burley Municipal Airport, ID (BYI)",w/o
60,2022-04-14,Fairchild SA227-DC Metro 23,n820dc,Denver Air Connection,0.0,"Denver International Airport, CO (DEN/KDEN)",sub
61,2022-04-17,Embraer EMB-505 Phenom 300,pp-lgd,VOAR Cooperativa,0.0,"Maraú-Barra Grande Airport, BA (SIRI)",sub
62,2022-04-17,Cessna 525B CitationJet CJ3,n225sc,GP Aviation LLC,0.0,"Caldwell Wright Airport, NJ (CDW)",sub
63,2022-04-22,Antonov An-26B-100,ur-uzb,Constanta Airlines,1.0,Mykhailivka,w/o
64,2022-04-26,Boeing 737-8AS (WL),ei-enk,Ryanair,0.0,Almería Airport (LEI),non
65,2022-04-30,Beechcraft 99A Airliner,n699cz,Freight Runners Express,0.0,"Milwaukee-General Mitchell Airport (MKE/KMKE), Milwaukee, WI",sub
66,2022-04-30,Cessna 208B Grand Caravan,f-gxmp,Centre Ecole de Parachutisme Sportif de l'Ariège,0.0,Pamiers/Les Pujols Airport,sub
67,2022-05-01,Boeing 737-8AS (WL),vt-slh,SpiceJet,0.0,E of Durgapur,unk
68,2022-05-03,Shorts 360-300,n744lg,Air Cargo Carriers,0.0,San Juan-Luis Muñoz Marín International Airport (SJU),sub
69,2022-05-06,Beechcraft 200 Super King Air,cc-cdy,Sociedad De Transporte Aéreo Movi Air SPA,0.0,Santiago-Arturo Merino Benitez Airport (SCL),sub
70,2022-05-06,Boeing 737-82R (WL),yr-bmm,Blue Air,0.0,Napoli-Capodichino Airport (NAP),sub
71,2022-05-10,Boeing 737-883 (WL),ln-rrh,SAS Scandinavian Airlines,0.0,between Stavanger and Oslo,non
72,2022-05-11,Viking Air DHC-6 Twin Otter 400,tj-tim,Caverton Helicopters (Cameroun) Ltd.,11.0,near Nanga Eboko,w/o
73,2022-05-11,Cessna 208 Caravan I,pt-oqr,"LBK Serviço Aéreo Especializado, opf Skydive4Fun",2.0,"Boituva, SP",sub
74,2022-05-12,Airbus A319-115 (WL),b-6425,Tibet Airlines,0.0,Chongqing Jiangbei International Airport (CKG/ZUCK),w/o
75,2022-05-20,Embraer EMB-110P1 Bandeirante,pt-shn,Sales Taxi Aéreo,0.0,"Eldorado do Sul, RS",sub
76,2022-05-21,Boeing 737-7H4 (WL),n256wn,Southwest Airlines,0.0,"Tacoma, Washington",non
77,2022-05-24,de Havilland Canada DHC-3T Turbine Otter,n703th,Yakutat Coastal Airlines,0.0,"near Dry Bay Airport, AK",sub
78,2022-05-25,Airbus A320-232,n483ua,United Airlines,0.0,"Springfield, MO",non
79,2022-05-27,Boeing 787-9 Dreamliner,a6-blf,Etihad Airways,0.0,between Abu Dhabi and Lahore,unk
80,2022-05-28,Beechcraft B200 King Air,zs-pte,Unknown,0.0,near Lynedoch Private Airfield,sub
81,2022-05-29,de Havilland Canada DHC-6 Twin Otter 300,9n-aet,Tara Air,22.0,Sanosware,w/o
82,2022-06-02,Cessna 525 CitationJet,n131pl,Kam Aviation LLC,0.0,"Natchitoches Regional Airport, LA",sub
83,2022-06-03,Cessna 208B Supervan 900,n7581f,GoJump Oceanside,1.0,"0,5 km E of Oceanside Municipal Airport, CA (OCN/KOKB)",sub
84,2022-06-04,Cessna 208 Caravan I,n90jf,Connecticut Parachutists,0.0,"Ellington Airport, CT (7B9)",sub
85,2022-06-07,Shorts SC.7 Skyvan 3-200,n731e,Alaskan Air Charter,0.0,"Chisana Field, AK (CZN)",sub
86,2022-06-07,Bombardier BD-100-1A10 Challenger 300,n694pd,Pacific Dental Services,0.0,"Hawthorne Airport, CA (HHR)",min
87,2022-06-10,Airbus A319,unknown,Unknown,0.0,near Düsseldorf,non
88,2022-06-13,Cessna 550 Citation II,n550gx,Northern Meridian LLC,0.0,"Fargo-Hector International Airport, ND (FAR)",sub
89,2022-06-15,Beechcraft B200 Super King Air,oo-let,ASL - Air Service Liege,0.0,Liège Airport (LGG),sub
90,2022-06-16,Boeing 737-3M8 (QC),9s-abj,Gomair,0.0,Kananga Airport (KGA),sub
91,2022-06-17,Boeing 777-228ER,f-gspq,Air France,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",min
92,2022-06-17,Airbus A330-202,ei-ejl,ITA Airways,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",min
93,2022-06-21,McDonnell Douglas MD-82,hi1064,RED Air,0.0,"Miami International Airport, FL (MIA)",w/o
94,2022-06-21,Antonov An-2R,ra-17742,Techservice,2.0,"46 km SE of Sebyan-Kyuel, Kobyaysky District",w/o
95,2022-06-22,Learjet 55C,yv3304,private,6.0,7 km SSE of Charallave-Óscar Machado Zuloaga Airport,w/o
96,2022-06-22,Antonov An-30M,30001,NPP Mir,0.0,70 km SE of Olenyok Airport (ONK),sub
97,2022-06-24,Fokker F-27 Friendship 500,5y-cce,Icon Aviation,0.0,Juba Airport (JUB),unk
98,2022-06-24,Ilyushin Il-76MD,rf-78778,Russian Air Force,5.0,5 km ESE of Ryazan-Dyagilevo Air Base,w/o
99,2022-06-25,de Havilland Canada DHC-8-402Q Dash 8,ja854a,"All Nippon Airways - ANA, opb ANA Wings",0.0,40 km WSW of Tokushima Airport,non
100,2022-06-26,Cessna 208 Supervan 900,n265kp,Alaska Seaplanes,0.0,"Elfin Cove Seaplane Base, AK (ELV)",sub
101,2022-07-01,Antonov An-2R,ra-17951,Voskhod LLC,0.0,near Oymyakon Airfield,sub
102,2022-07-01,Antonov An-12BK,ur-11316,Motor Sich,0.0,Uzhgorod Airport (UKLU),sub
103,2022-07-01,Boeing 737-7H4 (WL),n480wn,Southwest Airlines,0.0,"Santa Ana-John Wayne International Airport, CA (SNA/KSNA)",non
104,2022-07-01,Learjet 35A,lv-bpa,Flying America SA,4.0,"Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA)",w/o
105,2022-07-13,Gulfstream G450,hz-a23,Alpha Star Aviation Services,0.0,Jeddah-King Abdulaziz International Airport (JED),sub
106,2022-07-13,Cessna 208B Super Cargomaster,n877fe,Corporate Air,0.0,"Salt Lake City International Airport, UT (SLC)",sub
107,2022-07-15,Raytheon Beechjet 400A,n400mx,"Aircraft Management Group, Inc",0.0,"Brunswick-Glynco Jetport, GA (BQK)",sub
108,2022-07-15,Antonov An-2R,ra-02240,private,2.0,"Prochnookopskaya, Novokubansky district, Krasnodar region",sub
109,2022-07-16,Boeing 737-81D (WL),ja807x,Solaseed Air,0.0,120 km SW of Naha Airport,non
110,2022-07-16,Fokker 50,5y-jsn,Icon Aviation,0.0,Rubkona Airport,sub
111,2022-07-16,Antonov An-12BK,ur-cic,Meridian,8.0,16 km W of Kavala,w/o
112,2022-07-18,Fokker 50,5y-jxn,Jubba Airways,0.0,Mogadishu Aden Adde International Airport (MGQ),w/o
113,2022-07-20,Airbus A321-271NX,ha-lga,Wizz Air,0.0,Budapest Ferenc Liszt International Airport (BUD/LHBP),non
114,2022-07-21,Cessna 680 Citation Sovereign,c-gdcp,Anderson Air,0.0,"Kotzebue-Ralph Wien Memorial Airport, AK (OTZ)",sub
115,2022-07-22,Antonov An-2,st-aud,Crop Protection Company,0.0,W of Omdurman Al Hara,sub
116,2022-07-24,Boeing 717-2BD,n945at,Delta Air Lines,0.0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub
117,2022-07-25,Airbus A320-214,n950av,Avianca,0.0,Rionegro/Medellín-José María Córdova Airport (MDE/SKRG),non
118,2022-07-27,Bombardier BD-100-1A10 Challenger 300,n557xj,VistaJet,0.0,"San Francisco, CA",non
119,2022-07-28,de Havilland Canada DHC-3T Vazar Turbine Otter,n320kt,Rust's Flying Service,0.0,"Talkeetna Airport, AK (TKA)",sub
120,2022-07-29,CASA C-212 Aviocar 200,n497ca,Rampart Aviation,1.0,"Raleigh/Durham Airport, NC (RDU)",sub
121,2022-07-30,Boeing 737-86N (WL),hs-dbr,Nok Air,0.0,Chiang Rai-Mae Fah Luang International Airport (CEI),sub
122,2022-08-05,Boeing 777-FDZ,a7-bfh,Qatar Airways Cargo,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
123,2022-08-06,Boeing 757-251 (WL),n540us,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub
124,2022-08-07,IAI 1124 Westwind,pr-omx,Brasil Vida Táxi Aéreo,0.0,"Goiânia-Nacional de Aviação Aerodrome, GO (SBNV)",sub
125,2022-08-15,Cessna 560 Citation Encore,n977mr,"Raber Flight Services, LLC",0.0,"Aspen-Pitkin County Airport, CO (ASE/KASE)",sub
126,2022-08-17,Antonov An-24B,ra-47848,Angara Airlines,0.0,Ust-Kut Airport (UKX),sub
127,2022-08-19,Boeing 737-824 (WL),n73270,United Airlines,0.0,"Pharisburg, OH",non
128,2022-08-20,Beechcraft 99,n399ts,PACC Air,0.0,"Oshkosh-Wittman Field, WI (OSH)",sub
129,2022-08-29,Boeing 717-2BD,n946at,Delta Air Lines,0.0,"E of Detroit, MI",non
130,2022-08-30,Cessna 208B Grand Caravan EX,pk-snw,Smart Cakrawala Aviation,0.0,Sinak Airport (NKD),sub
131,2022-08-31,Cessna 208B Grand Caravan EX,n208jm,Private,0.0,ca 1 km S of Abu Dhabi-Bateen Airport (AZI),w/o
132,2022-09-01,Boeing 737-824 (WL),n76529,United Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non
133,2022-09-02,Airbus A320-251N,cs-tvi,TAP Air Portugal,2.0,Conakry-Gbessia International Airport (CKY),sub
134,2022-09-02,Antonov An-2R,ra-56534,2nd Arkhangelsk United Aviation Division,0.0,Nes,sub
135,2022-09-03,Shorts SC.7 Skyvan 3M-400,sp-hip,SkyForce,2.0,2 km SSW of Piotrków Trybunalski-Bujny Airport,w/o
136,2022-09-04,Airbus A220-100,n113dq,Delta Air Lines,0.0,"near New York-La Guardia Airport, NY (LGA/KLGA)",non
137,2022-09-04,Boeing 777-F1H,d-aalu,AeroLogic,0.0,Frankfurt International Airport (FRA/EDDF),non
138,2022-09-04,de Havilland Canada DHC-3T Turbine Otter,n725th,Friday Harbor Seaplane Tours,10.0,"3 km SW off Freeland, WA",w/o
139,2022-09-04,Cessna 551 Citation II/SP,oe-fgr,GG Rent,4.0,37 km NW off Ventspils (Baltic Sea),w/o
140,2022-09-07,Cessna 750 Citation X,n15tz,"BVS, Inc",0.0,"Phoenix-Mesa Gateway Airport, AZ (AZA)",sub
141,2022-09-09,Learjet 36,n26fn,Strategic Airborne Operations,0.0,"San Diego-North Island NAS, CA (NZY)",sub
142,2022-09-09,Cirrus SF50 Vision Jet,n77vj,TAC9 Inc.,0.0,"10 km SSW of Kissimmee Gateway Airport, FL (ISM)",sub
143,2022-09-10,Antonov An-28,9s-gax,TRACEP-Congo Aviation,3.0,13 km W of Bukavu-Kavumu Airport (BKY),w/o
144,2022-09-10,Cessna 208B Grand Caravan,pt-mes,Piquiatuba Táxi Aéreo,1.0,"near Porto Trombetas, PA",w/o
145,2022-09-15,Fairchild SA227-AC Metro III,xa-umw,Aeronaves TSM,0.0,near Ramos Arizpe,sub
146,2022-09-19,Beechcraft 1900C-1,tn-aiq,Equaflight Services,0.0,Pointe-Noire Agostinho-Neto International Airport (PNR),sub
147,2022-09-20,Dassault Falcon 2000,zs-pkr,Pepkor Group,0.0,Pietermaritzburg Airport (PZB),sub
148,2022-09-20,Cessna 525B CitationJet CJ3,n528dv,Pacific Cataract & Laser Institute Inc Pc,0.0,"Pasco-Tri-Cities Airport, WA (PSC)",w/o
149,2022-09-20,British Aerospace 3201 Jetstream 32EP,ob-2152,SAETA Peru,1.0,El Estrecho Airport (SPEE),sub
150,2022-09-21,Britten Norman BN-2A-8 Islander,8r-ggt,Jags Aviation,0.0,Eteringbang Airport (SYET),sub
151,2022-09-21,Rockwell Sabreliner 65,xb-rxg,private,0.0,within Zulia,w/o
152,2022-09-22,Boeing 737-8HC (WL),tc-sog,SunExpress,0.0,Köln/Bonn-Konrad Adenauer Airport (CGN/EDDK),sub
153,2022-09-22,Antonov An-2R,st-aue,Crop Protection Company,0.0,"Yassin, east Darfur",sub
154,2022-09-24,Boeing 737-436 (SF),ec-nls,"Swiftair, opf West Atlantic (UK)",0.0,Montpellier-Méditerranée Airport (MPL),sub
155,2022-09-25,Boeing 737-8V3 (WL),hp-1539cmp,Copa Airlines,0.0,Panama City-Tocumen International Airport (PTY),sub
156,2022-09-25,Fokker 50,5y-fai,Freedom Airline Express,0.0,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),sub
157,2022-09-27,Cessna 550 Citation II,n409st,ABS Equipment Leasing,0.0,"Waco-McGregor Executive Airport, TX (KPWG)",sub
158,2022-09-28,Boeing 757-256 (WL),tf-fik,Icelandair Flugfélag Islands,0.0,London-Heathrow Airport (LHR),sub
159,2022-09-28,Boeing 777-3B5ER,hl7782,Korean Air,0.0,London-Heathrow Airport (LHR),sub
160,2022-09-29,Boeing 737-7CT (WL),n7881a,Southwest Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non
161,2022-10-01,Boeing 737-8GJ (WL),f-gzha,Transavia France,0.0,Nantes Atlantique Airport (NTE),sub
162,2022-10-03,Boeing 737-8Q3 (WL),ja07rk,Japan Transocean Air,0.0,near Miho Airport,non
163,2022-10-03,Embraer EMB-545 Legacy 450,n179sp,Partee Aviation LLC,0.0,"Houston-William P. Hobby Airport, TX (HOU)",sub
164,2022-10-03,Britten-Norman BN-2A-21 Islander,vh-wqa,Torres Strait Air,0.0,"Moa Island, Torres Strait",sub
165,2022-10-05,ATR 42-500,sx-eit,Sky Express,0.0,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),sub
166,2022-10-12,Honda HA-420 HondaJet,n704jt,Jupiter Aviation LLC,0.0,"West Michigan Regional Airport (BIV/KBIV), Holland, MI",sub
167,2022-10-13,de Havilland Canada DHC-3T Vazar Turbine Otter,c-fddx,True North Airways,0.0,"Lac PLuto, QC",w/o
168,2022-10-13,Cessna 208B Grand Caravan,ob-2228,SAETA Peru,0.0,near Jeberos,w/o
169,2022-10-16,Cirrus SF50 Vision Jet G2,hk-5342g,Panamerican Training Center - PTC,1.0,Santa Marta-Simón Bolívar Airport (SMR),sub
170,2022-10-18,Beechcraft 99 Airliner,c6-ofm,Flamingo Air Charter,0.0,Black Point Airstrip (MYEB),sub
171,2022-10-19,de Havilland Canada DHC-8-314 Dash 8,c-gjyz,Perimeter Aviation,0.0,"Sandy Lake Airport, ON (ZSJ)",sub
172,2022-10-22,Boeing 737-8AS (WL),ei-ekj,Ryanair,0.0,Agadir-Al Massira International Airport (AGA/GMAA),non
173,2022-10-23,Airbus A330-322,hl7525,Korean Air,0.0,Mactan-Cebu International Airport (CEB),sub
174,2022-10-25,Cessna 208B Grand Caravan,pk-rva,Reven Global Transpor,0.0,Ilaga Airport (ILA/WABL),sub
175,2022-10-27,Canadair CL-215-6B11 (CL-415),i-dpcn,Vigili del Fuoco,2.0,"near Linguaglossa, Sicily",w/o
176,2022-10-28,Embraer EMB-110C Bandeirante,fau-583,Fuerza Aérea Uruguaya - FAU,0.0,Montevideo-Carrasco Airport (MVD),sub
177,2022-11-02,Airbus A319-132,n519nk,Spirit Airlines,0.0,"near New Orleans, LA",non
178,2022-11-03,Eclipse 550,n150ne,Elite Flight Travel,0.0,"Mesa-Falcon Field, AZ (MSC)",sub
179,2022-11-03,Let L-410UVP-E20,9s-gpk,Goma Express,3.0,c 115 km ESE of Kasese,w/o
180,2022-11-06,Cessna 208B Grand Caravan,amb 0956,Aviación Militar Bolivariana,5.0,3 km from Puerto Ayacucho Airport (PYH),w/o
181,2022-11-06,ATR 42-500,5h-pwf,Precision Air,19.0,off Bukoba Airport (BKZ),sub
182,2022-11-07,ATR 72-600 (72-212A),ja06jc,Japan Air Commuter,0.0,Kagoshima Airport (KOJ/RJFK),non
183,2022-11-09,Boeing 737-7H4 (WL),n963wn,Southwest Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
184,2022-11-09,Boeing 737-823 (WL),n909nn,American Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
185,2022-11-10,Boeing 737 MAX 8,n316se,American Airlines,0.0,"SE of Miami, FL",non
186,2022-11-12,Boeing B-17G Flying Fortress,n7227c,American Airpower Heritage Museum,6.0,"Dallas Executive Airport, TX (RBD/KRBD)",w/o
187,2022-11-14,Antonov An-2,cu-a1885,Risk Mondial Aviation & Recovery,0.0,"W of Miami-Dade County, FL",sub
188,2022-11-15,Honda HA-420 HondaJet,n789rj,Andersen Air LLC,0.0,"Salt Lake City International Airport, UT (SLC)",sub
189,2022-11-15,Fairchild SA227-AT Expediter,n247dh,Ameriflight,0.0,"Pewaukee, WI",sub
190,2022-11-17,Embraer EMB-110P1 Bandeirante,c6-cab,LeAir Charter Services,0.0,Nassau-Lynden Pindling International Airport (NAS/MYNN),min
191,2022-11-17,Beechcraft 1900D,vh-nya,Penjet Pty Ltd,0.0,"Fortnum Airport (YFOR), Fortnum, WA",sub
192,2022-11-18,Airbus A320-271N,cc-bhb,LATAM Perú,2.0,Lima-Jorge Chávez International Airport (LIM),w/o
193,2022-11-18,Cessna 208B Grand Caravan EX,n2069b,Raisbeck Engineering,4.0,"near Snohomish, WA",w/o
194,2022-11-19,Airbus A320-211,n330nw,Delta Air Lines,0.0,"near Omaha-Eppley Airfield (OMA/KOMA), Omaha, NE",sub
195,2022-11-20,Boeing 737-4Q8 (SF),tf-bbm,"Bluebird Cargo, opf ASL Airlines Belgium",0.0,Paris-Charles de Gaulle Airport (CDG),sub
196,2022-11-25,Cirrus SF50 Vision Jet G2,n15vj,Verijet,0.0,"1,6 km SW of Indianapolis Regional Airport, IN",sub
197,2022-11-28,Airbus A330-243,pr-aiy,Azul Linhas Aéreas Brasileiras,0.0,"near Manaus, AM",non
198,2022-11-29,Boeing 737-7H4 (WL),n946wn,Southwest Airlines,0.0,"near Denver, CO",non
199,2022-11-29,Learjet 45,n988mc,Jett Aircraft,0.0,"Batesville Regional Airport, AR (BVX)",sub
200,2022-11-30,Learjet 36,n12fn,Aery Aviation,0.0,"Newport News/Williamsburg International Airport, VA (PHF)",sub
201,2022-12-01,Learjet 35A,n979rf,"REVA, Inc.",0.0,Guantánamo Naval Air Station (NBW),sub
202,2022-12-03,Embraer ERJ-175LR,n85356,Mesa Airlines,0.0,"Taneytown, MD",non
203,2022-12-07,British Aerospace BAe-146-200,cc-aco,Antarctic Airways,0.0,Iquique-Diego Aracena International Airport (IQQ/SCDA),sub
204,2022-12-08,Boeing 767-322ER (WL),n649ua,United Airlines,0.0,"near Albany, NJ",non
205,2022-12-15,Swearingen SA226-TC Metro II,n398kl,Key Lime Air,0.0,"Wichita Dwight D. Eisenhower National Airport, KS (ICT)",sub
206,2022-12-17,de Havilland Canada DHC-8-402QPF Dash 8,5y-vvy,Blue Bird Aviation,0.0,Abudwak Airstrip,sub
207,2022-12-18,Airbus A330-243,n393ha,Hawaiian Airlines,0.0,"65 nm NNE of Maui, HI",min
208,2022-12-18,Boeing 737-824 (WL),n87531,United Airlines,0.0,"near Cobán, Alta Verapaz",non
209,2022-12-22,Boeing 787-9 Dreamliner,c-fvnf,Air Canada,0.0,45 nm E of Tokyo-Narita Airport (NRT/RJAA),unk
210,2022-12-23,de Havilland Canada DHC-6 Twin Otter 300,pk-oty,Rimbun Air,0.0,Moanemani Airport (ONI),sub
211,2022-12-24,Gulfstream GIV-X (G450),n456fx,Flexjet LLC,0.0,"Miami, Florida",non
212,2022-12-26,Boeing 737-860 (WL),et-apl,Ethiopian Airlines,0.0,Mogadishu Aden Adde International Airport (MGQ/HCMM),sub
213,2022-12-26,Boeing 737 MAX 8-200,ei-hey,Ryanair,0.0,Bremen Airport (BRE/EDDW),non
214,2022-12-26,Boeing 737-3Z0,c5-mab,"Tarco Aviation, lsf Mid Africa Aviation",0.0,Mogadishu Aden Adde International Airport (MGQ),sub
